idx,section,compte,intitule,date,piece,jnl,libelle,debit,credit,solde,lettrage,page
1648,GENERAUX,5120000,Banque Populaire,15/06/2026,W86DEU4,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS JUIN SAR,,436.39,21642.37,,46
1649,GENERAUX,5120000,Banque Populaire,15/06/2026,W86DI1Y,BQ,VIR INST POUR L'ECOLE POUR CELLES FORMATEUR MAI SA,,1600.0,20042.37,,46
1650,GENERAUX,5120000,Banque Populaire,16/06/2026,02I06ZT,BQ,PRLV SEPA URSSAF RHONE ALPES,,2091.0,17951.37,,46
1651,GENERAUX,5120000,Banque Populaire,18/06/2026,W86ZRTD,BQ,VIR INST POUR KENNY BRUNET FORMATEUR KENNY - CHARN,,250.0,17701.37,,46
1652,GENERAUX,5120000,Banque Populaire,18/06/2026,W86ZRUG,BQ,VIR INST POUR SAS TLG GROUP SALLE PARIS SARL WE F,,3935.56,13765.81,,46
1653,GENERAUX,5120000,Banque Populaire,18/06/2026,W86ZS26,BQ,VIR INST POUR LETEZZIA BURLET JURY SARL WE FORM L,,216.91,13548.9,,46
1654,GENERAUX,5120000,Banque Populaire,18/06/2026,W86ZSCE,BQ,VIR INST POUR ISABELLE BUJADOUX JURY SARL WE FORM,,153.43,13395.47,,46
1655,GENERAUX,5120000,Banque Populaire,18/06/2026,W86ZSD8,BQ,VIR INST POUR HENRY CLAUDE BENE JURY SARL WE FORM,,265.71,13129.76,,46
1656,GENERAUX,5120000,Banque Populaire,18/06/2026,W86ZSEE,BQ,VIR INST POUR ANNE MALFRAIT JURY SARL WE FORM ANN,,156.61,12973.15,,46
1657,GENERAUX,5120000,Banque Populaire,19/06/2026,4509081,BQ,SA SECOGEST RHONE JURA,,2258.4,10714.75,,46
1658,GENERAUX,5120000,Banque Populaire,20/06/2026,W87B87Y,BQ,VIR INST A LABOS - IMPLEMENTATION,,2092.31,8622.44,,46
1659,GENERAUX,5120000,Banque Populaire,25/06/2026,0025076,BQ,COTIS RYTHMEO,,47.56,8574.88,,46
1660,GENERAUX,5120000,Banque Populaire,25/06/2026,02JOQNP,BQ,PRLV SEPA APICIL GESTION,,403.54,8171.34,,46
1661,GENERAUX,5120000,Banque Populaire,26/06/2026,83U1YCV,BQ,EVI A F D A S,12032.24,,20203.58,,46
1662,GENERAUX,5120000,Banque Populaire,26/06/2026,0044916,BQ,COM ACTUALISATION,,58.5,20145.08,,46
1663,GENERAUX,5120000,Banque Populaire,29/06/2026,85HJPSE,BQ,EVI AFDAS,1500.6,,21645.68,,46
1664,GENERAUX,5120000,Banque Populaire,29/06/2026,8ACJWVJ,BQ,ANNUL.FACT.CB,2216.0,,23861.68,,46
1665,GENERAUX,5120000,Banque Populaire,29/06/2026,W891YE1,BQ,VIR INST DE SARL WE FORM LOCATION DE SALLE SARL W,,3112.78,20748.9,,46
1666,GENERAUX,5120000,Banque Populaire,29/06/2026,W8922PR,BQ,VIR INST POUR ANTHONY GRANDCLEMENT SALAIRE JUIN SA,,1681.08,19067.82,,47
1667,GENERAUX,5120000,Banque Populaire,29/06/2026,W8922RA,BQ,VIR INST POUR BAPTISTE DONIN SALAIRE JUIN SARL WE,,1165.89,17901.93,,47
1668,GENERAUX,5120000,Banque Populaire,29/06/2026,W8922SJ,BQ,VIR INST POUR MELANIE MARGUIN SALAIRE + FRAIS JUIN,,1907.06,15994.87,,47
1669,GENERAUX,5120000,Banque Populaire,01/07/2026,0069935,BQ,FRAIS ACHAT ETRANGER DD,,0.59,15994.28,,47
1670,GENERAUX,5120000,Banque Populaire,01/07/2026,0069936,BQ,FRAIS ACHAT ETRANGER DD,,0.68,15993.6,,47
1671,GENERAUX,5120000,Banque Populaire,01/07/2026,0069937,BQ,FRAIS ACHAT ETRANGER DD,,0.21,15993.39,,47
1672,GENERAUX,5120000,Banque Populaire,01/07/2026,0069938,BQ,FRAIS ACHAT ETRANGER DD,,1.18,15992.21,,47
1673,GENERAUX,5120000,Banque Populaire,01/07/2026,0069939,BQ,FRAIS ACHAT ETRANGER DD,,2.42,15989.79,,47
1674,GENERAUX,5120000,Banque Populaire,01/07/2026,0069940,BQ,FRAIS ACHAT ETRANGER DD,,1.15,15988.64,,47
1675,GENERAUX,5120000,Banque Populaire,01/07/2026,0069941,BQ,FRAIS ACHAT ETRANGER DD,,2.97,15985.67,,47
1676,GENERAUX,5120000,Banque Populaire,01/07/2026,0069942,BQ,FRAIS ACHAT ETRANGER DD,,5.94,15979.73,,47
1677,GENERAUX,5120000,Banque Populaire,01/07/2026,W89QG7T,BQ,VIR INST DE SARL WE FORM SALAIRE JUIN SARL WE FOR,,2144.4,13835.33,,47
1678,GENERAUX,5120000,Banque Populaire,01/07/2026,,BQ,CARTE FACTURETTES CB,,4166.23,9669.1,,47
1679,GENERAUX,5120000,Banque Populaire,01/07/2026,02KPZBF,BQ,PRLV SEPA DANTE,,2325.0,7344.1,,47
1680,GENERAUX,5120000,Banque Populaire,01/07/2026,2UH4813,BQ,RET DAB CARTE 0039,,300.0,7044.1,,47
1681,GENERAUX,5120000,Banque Populaire,01/07/2026,2UH4814,BQ,RET DAB CARTE 0039,,120.0,6924.1,,47
1682,GENERAUX,5120000,Banque Populaire,02/07/2026,8DR8VY0,BQ,EVI AFDAS,28907.13,,35831.23,,47
1683,GENERAUX,5120000,Banque Populaire,02/07/2026,W8AE9ST,BQ,VIR INST SEEDANCE - LIVRAISON CONTENU E-LEARNING GENERE,,3119.63,32711.6,,47
1684,GENERAUX,5120000,Banque Populaire,03/07/2026,0220360,BQ,FRAIS REJET VIREMENT,,10.6,32701.0,,47
1685,GENERAUX,5120000,Banque Populaire,03/07/2026,02LYSQX,BQ,PRLV SEPA AKTO,,93.72,32607.28,,47
1686,GENERAUX,5120000,Banque Populaire,04/07/2026,0034318,BQ,FRAIS CREATION EURO PRLV,,3.9,32603.38,,47
1687,GENERAUX,5120000,Banque Populaire,06/07/2026,8H2ALJK,BQ,EVI LIGUE REGIONALE AUVERGNE,12370.0,,44973.38,,47
1688,GENERAUX,5120000,Banque Populaire,06/07/2026,02M6JJR,BQ,PRLV SEPA OKIMIA (EX-FYGR),,708.0,44265.38,,47
1689,GENERAUX,5120000,Banque Populaire,06/07/2026,02MEN4S,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,72.89,44192.49,,47
1690,GENERAUX,5120000,Banque Populaire,06/07/2026,02MF7VV,BQ,PRLV SEPA AXA ASSURANCES IARD M,,50.69,44141.8,,47
1691,GENERAUX,5120000,Banque Populaire,06/07/2026,02MKT38,BQ,PRLV SEPA GC RE FILIZ,,450.0,43691.8,,47
1692,GENERAUX,5120000,Banque Populaire,06/07/2026,02MELVB,BQ,PRLV SEPA AXA ASSURANCES VIE MU,,151.58,43540.22,,47
1693,GENERAUX,5120000,Banque Populaire,07/07/2026,8976405,BQ,ECHEANCE PRET,,1695.4,41844.82,,47
1694,GENERAUX,5120000,Banque Populaire,07/07/2026,8M0X882,BQ,EVI ASP AGENCE COMPTABLE,1249.98,,43094.8,,47
1695,GENERAUX,5120000,Banque Populaire,07/07/2026,W8BRGGU,BQ,VIR INST POUR JULIE HUCHET RBST PC SARL WE FORM J,,646.73,42448.07,,47
1696,GENERAUX,5120000,Banque Populaire,07/07/2026,W8BRGI4,BQ,VIR INST POUR BAPTISTE DONIN FRAIS JUIN SARL WE F,,382.65,42065.42,,47
1697,GENERAUX,5120000,Banque Populaire,07/07/2026,8NOFTWO,BQ,EVI ASSOC. STADE AURILLACO,750.0,,42815.42,,47
1698,GENERAUX,5120000,Banque Populaire,09/07/2026,02M3MDH,BQ,PRLV SEPA BPCE VIE,,10.5,42804.92,,47
1699,GENERAUX,5120000,Banque Populaire,09/07/2026,02M3KT5,BQ,PRLV SEPA BPCE VIE,,5.5,42799.42,,47
1700,GENERAUX,5120000,Banque Populaire,10/07/2026,02MDBLI,BQ,PRLV SEPA AXA,,46.06,42753.36,,47
1701,GENERAUX,5120000,Banque Populaire,10/07/2026,02O6SLH,BQ,PRLV SEPA AGIPI-ADIS,,77.3,42676.06,,47
1702,GENERAUX,5120000,Banque Populaire,10/07/2026,02O81GS,BQ,PRLV SEPA AGIPI-ADIS,,17.38,42658.68,,47
1703,GENERAUX,5120000,Banque Populaire,14/07/2026,8Z96W24,BQ,EVI STRIPE,708.0,,43366.68,,47
1704,GENERAUX,5120000,Banque Populaire,16/07/2026,02PIXGH,BQ,PRLV SEPA URSSAF RHONE ALPES,,1554.0,41812.68,,47
1705,GENERAUX,5120000,Banque Populaire,16/07/2026,W8DXY4J,BQ,VIR INST DE SARL WE FORM ACOMPTE SEMINAIRE SARL W,,1344.35,40468.33,,47
1706,GENERAUX,5120000,Banque Populaire,16/07/2026,92GOS2R,BQ,ANNUL.FACT.CB,1341.46,,41809.79,,47
1707,GENERAUX,5120000,Banque Populaire,17/07/2026,W8E9JGE,BQ,VIR INST DE SARL WE FORM JURY - NON VENU SARL WE,,150.0,41659.79,,48
1708,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKOG,BQ,VIR INST POUR XAVIER GAUSSENS FRAIS JUILLET RECAP,,2993.88,38665.91,,48
1709,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKPT,BQ,VIR INST POUR ANTHONY GRANDCLEMENT FRAIS JUILLET +,,1963.0,36702.91,,48
1710,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKRB,BQ,VIR INST POUR DUTERTRE CARINE FORMATEUR JUIN SARL,,300.0,36402.91,,48
1711,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKTD,BQ,VIR INST POUR L'ECOLE POUR CELLES FORMATEUR JUIN S,,1190.9,35212.01,,48
1712,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKU3,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL FRAIS JUILLET,,403.93,34808.08,,48
1713,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKV3,BQ,VIR INST POUR PIERRICK MALLET FORMATEUR JUIN SARL,,680.0,34128.08,,48
1714,GENERAUX,5120000,Banque Populaire,20/07/2026,W8EHKWG,BQ,VIR INST POUR OPHELIE CUYNET FORMATRICE SARL WE F,,600.0,33528.08,,48
1715,GENERAUX,5120000,Banque Populaire,21/07/2026,996FTAL,BQ,EVI A F D A S,4480.0,,38008.08,,48
1716,GENERAUX,5120000,Banque Populaire,21/07/2026,0013018,BQ,EXT RYTHMEO,47.56,,38055.64,,48
1717,GENERAUX,5120000,Banque Populaire,21/07/2026,02QAA8R,BQ,PRLV SEPA APICIL GESTION,,239.62,37816.02,,48
1718,GENERAUX,5120000,Banque Populaire,21/07/2026,02Q9ZUJ,BQ,PRLV SEPA AXA / SOGAREP,,390.88,37425.14,,48
1719,GENERAUX,5120000,Banque Populaire,22/07/2026,9ATY1O8,BQ,EVI AFDAS,63936.19,,101361.33,,48
1720,GENERAUX,5120000,Banque Populaire,25/07/2026,0027405,BQ,COTIS RYTHMEO,,47.56,101313.77,,48
1721,GENERAUX,5120000,Banque Populaire,25/07/2026,W8FMNOV,BQ,VIR INST DE SARL WE FORM RBSR PRELEVEMENT SEDOM SA,,173.64,101140.13,,48
1722,GENERAUX,5120000,Banque Populaire,27/07/2026,9FSKWP5,BQ,EVI AKTO,15269.6,,116409.73,,48
1723,GENERAUX,5120000,Banque Populaire,27/07/2026,02R6PFQ,BQ,PRLV SEPA APICIL GESTION,,301.33,116108.4,,48
1724,GENERAUX,5120000,Banque Populaire,28/07/2026,9KR6X7P,BQ,EVI ASP AGENCE COMPTABLE,597.21,,116705.61,,48
1725,GENERAUX,5120000,Banque Populaire,29/07/2026,02RSMW1,BQ,PRLV SEPA VW BANK FRANCE,,89.53,116616.08,,48
1726,GENERAUX,5120000,Banque Populaire,29/07/2026,02RQIVS,BQ,PRLV SEPA DANTE,,1440.0,115176.08,,48
1727,GENERAUX,5120000,Banque Populaire,29/07/2026,W8GIAC1,BQ,VIR INST POUR PAULINE ZEH AVANCE SALAIRE JUILLET S,,2000.0,113176.08,,48
1728,GENERAUX,5120000,Banque Populaire,30/07/2026,0029954,BQ,FRAIS CREATION EURO PRLV,,3.9,113172.18,,48
1729,GENERAUX,5120000,Banque Populaire,31/07/2026,9PPSU5I,BQ,EVI AFDAS,6970.8,,120142.98,,48
1730,GENERAUX,5120000,Banque Populaire,31/07/2026,W8GTD2F,BQ,VIR INST POUR QUAI DES LANTERNES LOCATION SEMINAIR,,731.98,119411.0,,48
1731,GENERAUX,5120000,Banque Populaire,31/07/2026,,BQ,CARTE FACTURETTES CB,,8275.52,111135.48,,48
1732,GENERAUX,5300000,Caisse,11/09/2025,2UH4435,BQ,RET DAB CARTE 0512,20.0,,20.0,,48
1733,GENERAUX,5300000,Caisse,20/01/2026,0XQKBYW,BQ,RETRAIT CB,90.0,,110.0,,48
1734,GENERAUX,5300000,Caisse,17/04/2026,4XMBIL8,BQ,RETRAIT CB,20.0,,130.0,,48
1735,GENERAUX,5300000,Caisse,01/07/2026,2UH4813,BQ,RET DAB CARTE 0039,300.0,,430.0,,48
1736,GENERAUX,5300000,Caisse,01/07/2026,2UH4814,BQ,RET DAB CARTE 0039,120.0,,550.0,,48
1737,GENERAUX,5800000,Virements internes,24/07/2025,6930104,BQ,VIREMENT,45000.0,,45000.0,,48
1738,GENERAUX,5800000,Virements internes,26/07/2025,2015492,BQ,VIREMENT VERSSARL WE FORM,,45000.0,0.0,,48
1739,GENERAUX,6022000,Achats stockés matière d'oeuvre de formation - App,11/09/2025,FA00000153,AC,DANTE,2160.0,,2160.0,,49
1740,GENERAUX,6022000,Achats stockés matière d'oeuvre de formation - App,20/02/2026,,AC,DANTE - LICENCES NELLAPP (FNP),2325.0,,4485.0,,49
1741,GENERAUX,6022000,Achats stockés matière d'oeuvre de formation - App,30/06/2026,FA00000217,AC,DANTE - FA00000217 (FNP),2325.0,,6810.0,,49
1742,GENERAUX,6022000,Achats stockés matière d'oeuvre de formation - App,29/07/2026,F-2026-86,AC,DANTE - F-2026-86 (FNP),1440.0,,8250.0,,49
1743,GENERAUX,6022200,Achats stockés matière d'oeuvre de formation - FC,27/02/2026,,BQ,SCORM ALABOS,350.0,,350.0,,49
1744,GENERAUX,6022200,Achats stockés matière d'oeuvre de formation - FC,31/03/2026,,BQ,SCORM ALABOS,350.0,,700.0,,49
1745,GENERAUX,6022200,Achats stockés matière d'oeuvre de formation - FC,30/04/2026,,BQ,SCORM ALABOS,350.0,,1050.0,,49
1746,GENERAUX,6022200,Achats stockés matière d'oeuvre de formation - FC,29/05/2026,,BQ,SCORM ALABOS,350.0,,1400.0,,49
1747,GENERAUX,6022200,Achats stockés matière d'oeuvre de formation - FC,02/07/2026,,AC,SEEDANCE - CONTENU E-LEARNING GENERE (FACTURE),3119.63,,4519.63,,49
1748,GENERAUX,6040000,Achats prestations formations - Apprentissage,28/04/2025,FA0000086,AC,DANTE,10800.0,,10800.0,,49
1749,GENERAUX,6040000,Achats prestations formations - Apprentissage,13/10/2025,F20250901,AC,VIRTUS MENTIS,1125.0,,11925.0,,49
1750,GENERAUX,6040000,Achats prestations formations - Apprentissage,31/10/2025,F0044,AC,CARINE DUTERTRE,200.0,,12125.0,,49
1751,GENERAUX,6040000,Achats prestations formations - Apprentissage,31/10/2025,F20251001,AC,VIRTUS MENTIS,675.0,,12800.0,,49
1752,GENERAUX,6040000,Achats prestations formations - Apprentissage,01/11/2025,F20251101,AC,VIRTUS MENTIS,1075.0,,13875.0,,49
1753,GENERAUX,6040000,Achats prestations formations - Apprentissage,03/11/2025,F00145,AC,SEBASTIEN MIGLIORE,500.0,,14375.0,,49
1754,GENERAUX,6040000,Achats prestations formations - Apprentissage,12/11/2025,2025-11-FAC 1,AC,BBL HOLDING,1104.0,,15479.0,,49
1755,GENERAUX,6040000,Achats prestations formations - Apprentissage,30/11/2025,F00148,AC,SEBASTIEN MIGLIORE,500.0,,15979.0,,49
1756,GENERAUX,6040000,Achats prestations formations - Apprentissage,21/12/2025,F0045,AC,CARINE DUTERTRE,600.0,,16579.0,,49
1757,GENERAUX,6040000,Achats prestations formations - Apprentissage,22/12/2025,,AC,DANTE - PRLV 22/12/2025 SANS FACTURE (FNP),4650.0,,21229.0,,49
1758,GENERAUX,6040000,Achats prestations formations - Apprentissage,26/12/2025,F20251201,AC,VIRTUS MENTIS,1050.0,,22279.0,,49
1759,GENERAUX,6040000,Achats prestations formations - Apprentissage,03/01/2026,F0047,AC,CARINE DUTERTRE,800.0,,23079.0,,49
1760,GENERAUX,6040000,Achats prestations formations - Apprentissage,05/01/2026,1,AC,SUIVIJURY,225.0,,23304.0,,49
1761,GENERAUX,6040000,Achats prestations formations - Apprentissage,07/01/2026,2026-01-FAC 2,AC,BBL HOLDING,172.8,,23476.8,,49
1762,GENERAUX,6040000,Achats prestations formations - Apprentissage,07/01/2026,FA00000525,AC,ASSO FCSC,360.0,,23836.8,,49
1763,GENERAUX,6040000,Achats prestations formations - Apprentissage,14/01/2026,FA00000527,AC,ASSO FCSC,4000.0,,27836.8,,49
1764,GENERAUX,6040000,Achats prestations formations - Apprentissage,29/01/2026,F20260101,AC,VIRTUS MENTIS,1100.0,,28936.8,,49
1765,GENERAUX,6040000,Achats prestations formations - Apprentissage,30/01/2026,f00154,AC,SEBASTIEN MIGLIORE,500.0,,29436.8,,49
1766,GENERAUX,6040000,Achats prestations formations - Apprentissage,01/02/2026,2,AC,SUIVIJURY,250.0,,29686.8,,49
1767,GENERAUX,6040000,Achats prestations formations - Apprentissage,03/02/2026,F0048,AC,CARINE DUTERTRE,650.0,,30336.8,,49
1768,GENERAUX,6040000,Achats prestations formations - Apprentissage,10/02/2026,001,AC,CUYNET OPHELIE,840.0,,31176.8,,49
1769,GENERAUX,6040000,Achats prestations formations - Apprentissage,27/02/2026,26-02-10,AC,PRAT OLIVIER,660.0,,31836.8,,49
1770,GENERAUX,6040000,Achats prestations formations - Apprentissage,28/02/2026,F00155,AC,SEBASTIEN MIGLIORE,500.0,,32336.8,,49
1771,GENERAUX,6040000,Achats prestations formations - Apprentissage,01/03/2026,3,AC,SUIVIJURY,820.0,,33156.8,,49
1772,GENERAUX,6040000,Achats prestations formations - Apprentissage,03/03/2026,F0049,AC,CARINE DUTERTRE,800.0,,33956.8,,49
1773,GENERAUX,6040000,Achats prestations formations - Apprentissage,10/03/2026,F-2026-0148,AC,CLEMENT PHILIP,720.0,,34676.8,,49
1774,GENERAUX,6040000,Achats prestations formations - Apprentissage,01/04/2026,4,AC,SUIVIJURY,700.0,,35376.8,,49
1775,GENERAUX,6040000,Achats prestations formations - Apprentissage,01/04/2026,2026-04-FAC-3,AC,BBL HOLDING,1392.0,,36768.8,,49
1776,GENERAUX,6040000,Achats prestations formations - Apprentissage,01/05/2026,FAC-2026-001,AC,FH GROUP,1372.92,,38141.72,,49
1777,GENERAUX,6040000,Achats prestations formations - Apprentissage,10/05/2026,F0054,AC,CARINE DUTERTRE,800.0,,38941.72,,49
1778,GENERAUX,6040000,Achats prestations formations - Apprentissage,26/05/2026,FA00000654,AC,ASSO FCSC,4491.0,,43432.72,,49
1779,GENERAUX,6040000,Achats prestations formations - Apprentissage,28/05/2026,26-05-11,AC,PRAT OLIVIER,1008.0,,44440.72,,49
1780,GENERAUX,6040000,Achats prestations formations - Apprentissage,28/05/2026,FAC00000314,AC,MLTN COMMUNICATION,1438.0,,45878.72,,49
1781,GENERAUX,6040000,Achats prestations formations - Apprentissage,29/05/2026,002,AC,CUYNET OPHELIE,600.0,,46478.72,,50
1782,GENERAUX,6040000,Achats prestations formations - Apprentissage,31/05/2026,5,AC,SUIVIJURY,680.0,,47158.72,,50
1783,GENERAUX,6040000,Achats prestations formations - Apprentissage,02/06/2026,F0055,AC,CARINE DUTERTRE,700.0,,47858.72,,50
1784,GENERAUX,6040000,Achats prestations formations - Apprentissage,12/06/2026,004,AC,BRUNET,250.0,,48108.72,,50
1785,GENERAUX,6040000,Achats prestations formations - Apprentissage,23/06/2026,21,AC,TIMOTEO ADRIEN,3500.0,,51608.72,,50
1786,GENERAUX,6042000,Achats prestations formation - Formation continue,16/09/2025,3076,AC,LITZ,3600.0,,3600.0,,50
1787,GENERAUX,6061400,Carburants,30/06/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 06.2025 ESSENCE,12.6,,12.6,,50
1788,GENERAUX,6063000,Produits d'entretien,24/06/2025,8663505,AC,AMAZON,199.98,,199.98,,50
1789,GENERAUX,6063000,Produits d'entretien,26/08/2025,FA000010,AC,NURYKA CARTES ETUDIANTES,196.68,,396.66,,50
1790,GENERAUX,6063000,Produits d'entretien,31/08/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 08.2026 MAT INFORMAT,169.98,,566.64,,50
1791,GENERAUX,6063000,Produits d'entretien,30/09/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 09.2026 MAT INFORMAT,32.08,,598.72,,50
1792,GENERAUX,6063000,Produits d'entretien,31/01/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 01.2026 IK + MAT INF,114.85,,713.57,,50
1793,GENERAUX,6063000,Produits d'entretien,18/04/2026,563627,AC,EASYCASH,363.96,,1077.53,,50
1794,GENERAUX,6063000,Produits d'entretien,01/07/2026,0260000913,AC,LECLERC,199.0,,1276.53,,50
1795,GENERAUX,6064000,Fournitures administratives,05/06/2025,G094881299,AC,MICROSOFT,63.02,,63.02,,50
1796,GENERAUX,6064000,Fournitures administratives,19/06/2025,04552,AC,CANVA,270.0,,333.02,,50
1797,GENERAUX,6064000,Fournitures administratives,28/07/2025,E0400WSEF6,AC,MICROSOFT,36.0,,369.02,,50
1798,GENERAUX,6064000,Fournitures administratives,15/08/2025,FR-TI2501042196,AC,MICROSOFT,270.72,,639.74,,50
1799,GENERAUX,6064000,Fournitures administratives,28/08/2025,E0400X2BBI,AC,MICROSOFT,44.36,,684.1,,50
1800,GENERAUX,6064000,Fournitures administratives,05/10/2025,G116484189,AC,MICROSOFT,123.12,,807.22,,50
1801,GENERAUX,6064000,Fournitures administratives,31/03/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 03.2026 IMPRESSION,41.0,,848.22,,50
1802,GENERAUX,6064000,Fournitures administratives,15/05/2026,I01270100007780,AC,BUREAU VALLEE,323.41,,1171.63,,50
1803,GENERAUX,6064000,Fournitures administratives,16/06/2026,G165389677,AC,MICROSOFT,22.62,,1194.25,,50
1804,GENERAUX,6068000,Achats équipements apprentis,28/01/2026,1400001185,AC,VISTAPRINT,1022.5,,1022.5,,50
1805,GENERAUX,6068000,Achats équipements apprentis,06/05/2026,FSM2402600111067,AC,CARREFOUR - PC PORTABLE STAGIAIRE (RBT M. PRADELLE),449.99,,1472.49,,50
1806,GENERAUX,6068500,Vetements de travail,18/02/2026,FC13835,AC,JEQUIPE2,2100.48,,2100.48,,50
1807,GENERAUX,6068500,Vetements de travail,26/02/2026,FC13866,AC,JEQUIPE2,388.32,,2488.8,,50
1808,GENERAUX,6070000,Achats stockés de matériel pédagogique,18/08/2025,FP25027463,AC,ONEDIRECT,358.51,,358.51,,50
1809,GENERAUX,6110000,Sous traitance generale,17/04/2025,F-2025-66725,AC,QUALIOPI,2385.0,,2385.0,,51
1810,GENERAUX,6115000,Frais commerciaux annexes,17/04/2025,48E415AE-0001,AC,GAMMA,86.38,,86.38,,51
1811,GENERAUX,6115000,Frais commerciaux annexes,30/05/2025,,BQ,CHATGPT,23.0,,109.38,,51
1812,GENERAUX,6115000,Frais commerciaux annexes,30/05/2025,,BQ,CHATGPT,23.0,,132.38,,51
1813,GENERAUX,6115000,Frais commerciaux annexes,30/06/2025,,BQ,CHATGPT,20.89,,153.27,,51
1814,GENERAUX,6115000,Frais commerciaux annexes,30/06/2025,,BQ,CHATGPT,23.0,,176.27,,51
1815,GENERAUX,6115000,Frais commerciaux annexes,30/06/2025,,BQ,CHATGPT,23.0,,199.27,,51
1816,GENERAUX,6115000,Frais commerciaux annexes,31/07/2025,,BQ,CHATGPT,20.58,,219.85,,51
1817,GENERAUX,6115000,Frais commerciaux annexes,31/07/2025,,BQ,CHATGPT,23.0,,242.85,,51
1818,GENERAUX,6115000,Frais commerciaux annexes,31/07/2025,,BQ,CHATGPT,23.0,,265.85,,51
1819,GENERAUX,6115000,Frais commerciaux annexes,29/08/2025,,BQ,CHATGPT,20.71,,286.56,,51
1820,GENERAUX,6115000,Frais commerciaux annexes,29/08/2025,,BQ,CHATGPT,23.0,,309.56,,51
1821,GENERAUX,6115000,Frais commerciaux annexes,29/08/2025,,BQ,CHATGPT,23.0,,332.56,,51
1822,GENERAUX,6115000,Frais commerciaux annexes,30/09/2025,,BQ,CHAT GPT,23.0,,355.56,,51
1823,GENERAUX,6115000,Frais commerciaux annexes,30/09/2025,,BQ,CHAT GPT,20.42,,375.98,,51
1824,GENERAUX,6115000,Frais commerciaux annexes,31/10/2025,,BQ,CHAT GPT,23.0,,398.98,,51
1825,GENERAUX,6115000,Frais commerciaux annexes,31/10/2025,,BQ,CHAT GPT,23.0,,421.98,,51
1826,GENERAUX,6115000,Frais commerciaux annexes,31/10/2025,,BQ,CHAT GPT,696.0,,1117.98,,51
1827,GENERAUX,6115000,Frais commerciaux annexes,31/10/2025,,BQ,CHAT GPT,23.0,,1140.98,,51
1828,GENERAUX,6115000,Frais commerciaux annexes,31/10/2025,,BQ,CHAT GPT,20.77,,1161.75,,51
1829,GENERAUX,6115000,Frais commerciaux annexes,28/11/2025,,BQ,CHAT GPT,23.0,,1184.75,,51
1830,GENERAUX,6115000,Frais commerciaux annexes,28/11/2025,,BQ,CHAT GPT,23.0,,1207.75,,51
1831,GENERAUX,6115000,Frais commerciaux annexes,28/11/2025,,BQ,CHAT GPT,20.79,,1228.54,,51
1832,GENERAUX,6115000,Frais commerciaux annexes,31/12/2025,,BQ,CHAT GPT,23.0,,1251.54,,51
1833,GENERAUX,6115000,Frais commerciaux annexes,31/12/2025,,BQ,CHAT GPT,20.55,,1272.09,,51
1834,GENERAUX,6132000,Locations immobilieres,31/07/2025,F20257044,AC,MOB COWORKING,240.0,,240.0,,51
1835,GENERAUX,6132000,Locations immobilieres,22/09/2025,A32,AC,MOB COWORKING,90.0,,330.0,,51
1836,GENERAUX,6132000,Locations immobilieres,16/11/2025,W6S7HG2,BQ,VIR INST PARIS 13 ATLETICO - INTERVENTION + LOCATION DE SALLE,4500.0,,4830.0,,51
1837,GENERAUX,6132000,Locations immobilieres,04/02/2026,2026-0204,AC,STADE AURILLACOIS,3400.0,,8230.0,,51
1838,GENERAUX,6132000,Locations immobilieres,23/02/2026,A5,AC,MOB COWORKING,90.0,,8320.0,,51
1839,GENERAUX,6132000,Locations immobilieres,26/02/2026,02-2026-17,AC,TLG EXPERTISE,1783.36,,10103.36,,51
1840,GENERAUX,6132000,Locations immobilieres,05/05/2026,F20257438,AC,MOB COWORKING,3260.0,,13363.36,,51
1841,GENERAUX,6132000,Locations immobilieres,09/06/2026,06-2026-19,AC,TLG EXPERTISE,3935.56,,17298.92,,51
1842,GENERAUX,6132000,Locations immobilieres,25/06/2026,,AC,PARIS 13 ATLETICO,3112.78,,20411.7,,51
1843,GENERAUX,6135000,Locations logiciels,17/04/2025,MO-93786,AC,MINDOMO,79.2,,79.2,,51
1844,GENERAUX,6135000,Locations logiciels,17/04/2025,MO-94675,AC,MINDOMO,79.2,,158.4,,51
1845,GENERAUX,6135000,Locations logiciels,30/04/2025,,AC,NOTE DE FRAIS GRANDCLEMENT A 04.2026 APPLICATION,439.63,,598.03,,51
1846,GENERAUX,6135000,Locations logiciels,01/05/2025,,AC,IPT,244.8,,842.83,,52
1847,GENERAUX,6135000,Locations logiciels,30/05/2025,,BQ,FOXIT SOFTWARE,126.4,,969.23,,52
